#SampleID	env_package	empo_1	empo_2	empo_3	is_emp	is_agp
10317.000068392	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000069044	human-skin	Host-associated	Animal	Animal surface	False	True
1288.NSB14jul08H.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
10317.000004237	human-skin	Host-associated	Animal	Animal surface	False	True
1288.SSBH29July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
10317.000050637	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000068308	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000023300	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000027303	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000074489	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000028249	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000004238	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000002038	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H06b.Nose.3348.lane6.NoIndex.L006	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
1288.NSB11jul08H.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.NSB17jul08E.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
10317.000012999	human-gut	Host-associated	Animal	Animal distal gut	False	True
1056.Myr.tri.Seat.05D02	host-associated	Host-associated	Animal	Animal distal gut	True	False
1883.2010.111.Crump.Artic.LTREB.main.lane3.NoIndex	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.WSBH29July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
10317.000094745	human-oral	Host-associated	Animal	Animal secretion	False	True
1288.MAH24June08.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.CBE21June07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1721.B7T	soil	Free-living	Non-saline	Soil (non-saline)	True	False
10317.000023657	human-gut	Host-associated	Animal	Animal distal gut	False	True
1288.HKH23July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.WSBE31July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.NSBE27July09.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.NSB15jul08E.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
10317.000014933	human-gut	Host-associated	Animal	Animal distal gut	False	True
864.NFS002.lane2.NoIndex	soil	Free-living	Non-saline	Soil (non-saline)	True	False
10317.000004239	human-oral	Host-associated	Animal	Animal secretion	False	True
1288.NSBE19July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
10317.000096871	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000096936	human-skin	Host-associated	Animal	Animal surface	False	True
1288.SSBE24July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
10317.000028795	human-gut	Host-associated	Animal	Animal distal gut	False	True
1717.KBC4.experimental.plot	soil	Free-living	Non-saline	Soil (non-saline)	True	False
1288.NSB14aug08E.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.HKH20July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.TBH10July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
2192.H06b.Nose.3057.lane6.NoIndex.L006	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H03a.Foot.1451.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000004236	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000037580	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000050598	human-skin	Host-associated	Animal	Animal surface	False	True
1288.MAH01Oct07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.MAE16July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
10317.000096945	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000096969	human-skin	Host-associated	Animal	Animal surface	False	True
1288.FBH31July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.MAH26July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.MAE01Sept08.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
2192.H02a.Bedroom.Floor.796.lane2.NoIndex.L002	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.000032881	human-gut	Host-associated	Animal	Animal distal gut	False	True
1288.MAH26July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
10317.000096993	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000096928	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000014173	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000023347	human-gut	Host-associated	Animal	Animal distal gut	False	True
1288.MAE30July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.NSB26aug08H.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
2192.H06b.Nose.3060.lane6.NoIndex.L006	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000020615	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000098463	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000098025	human-gut	Host-associated	Animal	Animal distal gut	False	True
1288.NSBE06Aug09.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
10317.000007319	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000093555	human-gut	Host-associated	Animal	Animal distal gut	False	True
1288.TBH04Oct08.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
864.4.C.noG.addV.2010a.lane2.NoIndex	soil	Free-living	Non-saline	Soil (non-saline)	True	False
1288.CBE25Sept07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.HKH20July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
10317.000098486	human-skin	Host-associated	Animal	Animal surface	False	True
1721.B9T	soil	Free-living	Non-saline	Soil (non-saline)	True	False
1288.TBE08Aug08.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
2229.W1.N1.4.HE4.Thomas.CMB.Seaweed.lane6.NoIndex.L006	host-associated	Host-associated	Plant	Plant surface	True	False
2192.H03a.Front.Door.Knob.1421.lane5.NoIndex.L005	built environment	Free-living	Free-living (non-saline)	Solid (non-saline)	True	False
10317.000096961	human-skin	Host-associated	Animal	Animal surface	False	True
1883.2011.42.Crump.Artic.LTREB.main.lane4.NoIndex	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.FBE05June07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
10317.000096992	human-skin	Host-associated	Animal	Animal surface	False	True
2192.H03a.Foot.1403.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
2192.H06b.Nose.3327.lane6.NoIndex.L006	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000096951	human-skin	Host-associated	Animal	Animal surface	False	True
864.4.C.addG.noV.2010a.lane2.NoIndex	soil	Free-living	Non-saline	Soil (non-saline)	True	False
10317.000047560	human-skin	Host-associated	Animal	Animal surface	False	True
1288.NSBE27July09.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.TBE17Sept07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.MA06jul09H.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
864.6.OTC.addG.noV.2010a.lane2.NoIndex	soil	Free-living	Non-saline	Soil (non-saline)	True	False
1288.NSB15jul08H.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.CBE02July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.SSBH07Aug08.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
10317.000096976	human-skin	Host-associated	Animal	Animal surface	False	True
1883.2009.002.Crump.Artic.LTREB.main.lane3.NoIndex	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.TBH04July08.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
10317.000009715	human-oral	Host-associated	Animal	Animal secretion	False	True
2192.H01a.Hand.10.lane1.NoIndex.L001	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000096872	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000096912	human-skin	Host-associated	Animal	Animal surface	False	True
2192.H06b.Nose.3252.lane6.NoIndex.L006	human-associated	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000097016	human-skin	Host-associated	Animal	Animal surface	False	True
1288.CBH18July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
894.OS745.lane3.NoIndex.L003	host-associated	Host-associated	Animal	Animal distal gut	True	False
864.OTC.addppt.12.2009b.lane2.NoIndex	soil	Free-living	Non-saline	Soil (non-saline)	True	False
2192.H02a.Hand.775.lane2.NoIndex.L002	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000096888	human-skin	Host-associated	Animal	Animal surface	False	True
1288.FBE16Oct07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.FBH02Oct07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.NSBE19June07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.NSBE19July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
10317.000096983	human-skin	Host-associated	Animal	Animal surface	False	True
1288.FBE31July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.NSBE03July09.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
10317.000096985	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000102802	human-gut	Host-associated	Animal	Animal distal gut	False	True
1288.WSBH24July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.MAH28June07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.SSBH19July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
10317.000001477	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000042025	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000020722	human-gut	Host-associated	Animal	Animal distal gut	False	True
1288.SSBH16July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.WSBH31July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.MAE25Aug08.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1747.207507.10512.skin	host-associated	Host-associated	Animal	Animal surface	True	False
10317.000014543	human-gut	Host-associated	Animal	Animal distal gut	False	True
1288.MAE08Sept08.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
10317.000005549	human-skin	Host-associated	Animal	Animal surface	False	True
864.10.CON.addV.noW.Leg.lane2.NoIndex	soil	Free-living	Non-saline	Soil (non-saline)	True	False
1288.FBH02Oct07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.MAH26July08.McMahon.Pool.3.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.3.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
864.4.CON.addV.noG.noW.lane2.NoIndex	soil	Free-living	Non-saline	Soil (non-saline)	True	False
10317.000015381	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000031791	human-gut	Host-associated	Animal	Animal distal gut	False	True
1288.SSBE19July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
10317.000027205	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000097057	human-skin	Host-associated	Animal	Animal surface	False	True
1747.930256.skin	host-associated	Host-associated	Animal	Animal surface	True	False
1288.TBE29June07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
10317.000097179	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000073394	human-gut	Host-associated	Animal	Animal distal gut	False	True
10317.000003062	human-gut	Host-associated	Animal	Animal distal gut	False	True
2192.H05a.Hand.5006.lane6.NoIndex.L006	human-skin	Host-associated	Host-associated (non-saline)	Animal (non-saline)	True	False
10317.000002102	human-oral	Host-associated	Animal	Animal secretion	False	True
10317.000096984	human-skin	Host-associated	Animal	Animal surface	False	True
1288.TBH27July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.7.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.HKE26July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.8.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
10317.000006824	human-skin	Host-associated	Animal	Animal surface	False	True
10317.000110330	human-gut	Host-associated	Animal	Animal distal gut	False	True
864.OTC.V.2.2009a.lane2.NoIndex	soil	Free-living	Non-saline	Soil (non-saline)	True	False
10317.000002504	human-oral	Host-associated	Animal	Animal secretion	False	True
1288.NSBH19July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
10317.000098495	human-skin	Host-associated	Animal	Animal surface	False	True
1288.MAE30July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.WSBE03July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.WSBE31July07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.HKE20July07.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
1288.TBH12Aug08.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence	water	Free-living	Non-saline	Water (non-saline)	True	False
10317.000098334	human-skin	Host-associated	Animal	Animal surface	False	True
