#SampleID	swab_id	orig_sample_name	avg_percent_humidity	total_precipitation_in	total_precipitation_cm	weather_station	description	processing_control	control	gDNA_concentration	shotgon_library_concentration	16S_seqs	reads_used	below_threshold	extraction_plate	days_since_placement	season	geo_loc_name	soil_max_temp_c	soil_mean_temp_c	soil_min_temp_c	swab_barcode1	swab_barcode2	temp_c_max	temp_c_min	temp_c_average	time_since_death_to_cooling	tot_mass	soil_add_0c	soil_add_4c	soil_add_5c	soil_add_6c	soil_control	soil_temp_average	soil_temp_max	soil_temp_min	weight	maggot_notes	maggots	megyesi_score	megyesi_stage	notes	placement_head_direction	qiita_study_id	sample_collection_date	sample_type	sample_type_soil_control	scavenging_activity	scavenging_notes	scientific_name	sex	host_scientific_name	host_subject_id	validation_set	Testing	host_taxa_id	humidity_max	humidity_min	initial_body_condition	latitude	longitude	donor_storage	donor_storage_days	env_type	height	host_common_name	body_site	cause_of_death	country	date_of_death	days_of_decomposition	add_0c	add_0c_group	facility	add_facility	old_add_0c	old_add_4c	old_add_5c	age	ahd_humidity	ambient_max_temp_c	ambient_min_temp_c	ambient_temp_avg	approximate_age	autopsy	qiita_study	reextracted	hiseq_or_novaseq_better	shotgun_barcode_used
#q2:types	categorical	categorical	numeric	numeric	numeric	categorical	categorical	categorical	categorical	numeric	numeric	numeric	numeric	categorical	categorical	numeric	categorical	categorical	numeric	numeric	numeric	categorical	categorical	numeric	numeric	numeric	categorical	numeric	numeric	numeric	numeric	numeric	categorical	numeric	numeric	numeric	numeric	categorical	categorical	numeric	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	categorical	numeric	numeric	categorical	numeric	numeric	categorical	categorical	categorical	numeric	categorical	categorical	categorical	categorical	categorical	numeric	numeric	categorical	categorical	categorical	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	categorical	categorical	categorical	categorical	categorical
54887_S2265_L003	54887	soil.hip.SHSU2016.065.2016.09.03.day10	73	0.02	0.0508	Easterwood Airport Station	soil.hip	n	n	0.027	1.61	12742	955851	n	15	9	summer	USA:Texas:Huntsville				54886	54887	32.2248	27.2244	22.224							n					y	y	20	advanced		north_west	11489	9/3/16	soil	soil	no	not_applicable	soil metagenome	male	not_applicable	2016.065	n	Train	not_applicable				30.745	-95.476					not_applicable	soil.hip		USA		9	250.2777778	advanced	STAFS	advancedSTAFS	204.4608	168.4608	159.4608		71					n	11489	y	novaseq	54887
54865_S2166_L003	54865	soil.hip.SHSU.2016.065.2016.08.31.day7	75.3	0.44	1.1176	Easterwood Airport Station	soil.hip	n	n	0	0.171	11785	989814	n	15	6	summer	USA:Texas:Huntsville				54864	54865	33.8916	28.8912	23.8908							n					y	y	17	advanced		north_west	11489	8/31/16	soil	soil	no	not_applicable	soil metagenome	male	not_applicable	2016.065	n	Train	not_applicable				30.745	-95.476					not_applicable	soil.hip		USA		6	166.3888889	active	STAFS	activeSTAFS	136.6776	112.6776	106.6776		72					n	11489	y	novaseq	54865
54851_S2200_L003	54851	soil.hip.SHSU.2016.065.2016.08.30.day6	78.5	0.03	0.0762	Easterwood Airport Station	soil.hip	n	n	0	0.3	20430	792019	n	14	5	summer	USA:Texas:Huntsville				54850	54851	33.8916	27.78	21.6684							n					y	y	15	active		north_west	11489	8/30/16	soil	soil	no	not_applicable	soil metagenome	male	not_applicable	2016.065	n	Train	not_applicable				30.745	-95.476					not_applicable	soil.hip		USA		5	137.5	active	STAFS	activeSTAFS	112.7868	92.7868	87.7868		79					n	11489	y	novaseq	54851
54849_S2279_L003	54849	soil.hip.SHSU.2016.065.2016.08.28.day4	85.4	0	0	Easterwood Airport Station	soil.hip	n	n	0.001	4.254	15501	11321166	n	18	3	summer	USA:Texas:Huntsville				54848	54849	31.1136	26.6688	22.7796							n					y	y	11	active		north_west	11489	8/28/16	soil	soil	no	not_applicable	soil metagenome	male	not_applicable	2016.065	n	Train	not_applicable				30.745	-95.476					not_applicable	soil.hip		USA		3	82.22222222	active	STAFS	activeSTAFS	69.45	57.45	54.45		84					n	11489	y	novaseq	54849
54831_S2150_L003	54831	soil.hip.SHSU.2016.065.2016.08.29.day5	85.3	0.33	0.8382	Easterwood Airport Station	soil.hip	n	n	0	0.248	5962	1361034	n	14	4	summer	USA:Texas:Huntsville				54830	54831	32.2248	26.6688	21.6684							n					y	y	12	active		north_west	11489	8/29/16	soil	soil	no	not_applicable	soil metagenome	male	not_applicable	2016.065	n	Train	not_applicable				30.745	-95.476					not_applicable	soil.hip		USA		4	109.4444444	active	STAFS	activeSTAFS	91.1184	75.1184	71.1184		87					n	11489	y	novaseq	54831
54828_S1578_L003	54828	soil.hip.SHSU.2016.065.2016.08.27.day3	76.1	0	0	Easterwood Airport Station	soil.hip	n	n	0.017	10.75	14727	3760104	n	18	2	summer	USA:Texas:Huntsville				54828	54829	32.7804	27.78	22.7796							n					y	y	7	active		north_west	11489	8/27/16	soil	soil	no	not_applicable	soil metagenome	male	not_applicable	2016.065	n	Train	not_applicable				30.745	-95.476					not_applicable	soil.hip		USA		2	55.27777778	active	STAFS	activeSTAFS	46.6704	38.6704	36.6704		84					n	11489	n	novaseq	54828
54816_S1751_L003	54816	soil.hip.UTK.K016.12.2017.06.14.day21	80.9	1.5	3.81	McGhee Tyson Airport Station	soil.hip	n	n	1.857	6.507	34922	11129881	n	42	20	summer	USA:Tennessee:Knoxville	28.3	27.7	27.3	54816	54817	19.6	28.6	22.3	Unknown	264	462.5	382.5	362.5	342.5	n	27.7	28.3	27.3	264		y	19	advanced		North	11489	06.14.2017	soil	soil	n		soil metagenome	male	not_applicable	UTK.K016.12	y	Test	not_applicable	100	70.4	Fair	35.940959	-83.939774	cooled	2		193.5	not_applicable	soil.hip	Probable natural causes	USA	2017.May.19		441.3	advanced	ARF	advancedARF	436.2	356.2	336.2	64					58	n	11489	n	novaseq	54816
54815_S2153_L003	54815	soil.hip.SHSU.2016.065.2016.08.26.day2	82.4	0	0	Easterwood Airport Station	soil.hip	n	n	0.007	1.409	12470	12663904	n	15	1	summer	USA:Texas:Huntsville				54814	54815	31.6692	27.78	23.8908							n					n	n	4	early		north_west	11489	8/26/16	soil	soil	no	not_applicable	soil metagenome	male	not_applicable	2016.065	n	Train	not_applicable				30.745	-95.476					not_applicable	soil.hip		USA		1	27.5	early	STAFS	earlySTAFS	23.8908	19.8908	18.8908		82					n	11489	y	novaseq	54815
54782_S1757_L003	54782	soil.hip.UTK.K016.12.2017.06.12.day19	65.5	0	0	McGhee Tyson Airport Station	soil.hip	n	n	1.348	3.592	28933	5166935	n	42	18	summer	USA:Tennessee:Knoxville	27.4	26.5	26.1	54782	54783	21.3	31.2	25.7	Unknown	264	406.9	334.9	316.9	298.9	n	26.5	27.4	26.1	264		y	19	advanced		North	11489	06.12.2017	soil	soil	n		soil metagenome	male	not_applicable	UTK.K016.12	y	Test	not_applicable	92.3	52.3	Fair	35.940959	-83.939774	cooled	2		193.5	not_applicable	soil.hip	Probable natural causes	USA	2017.May.19		392.2	advanced	ARF	advancedARF	388.9	316.9	298.9	64						n	11489	n	novaseq	54782
54780_S1741_L003	54780	soil.hip.UTK.K016.12.2017.06.10.day17	63	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.557	9.91	35547	1178357	n	42	16	summer	USA:Tennessee:Knoxville	25.4	24.9	24.6	54780	54781	15.8	30.3	22.6	Unknown	264	354.8	290.8	274.8	258.8	n	24.9	25.4	24.6	264		y	19	advanced		North	11489	06.10.2017	soil	soil	n		soil metagenome	male	not_applicable	UTK.K016.12	y	Test	not_applicable	95.5	40.6	Fair	35.940959	-83.939774	cooled	2		193.5	not_applicable	soil.hip	Probable natural causes	USA	2017.May.19		341.7	advanced	ARF	advancedARF	339.1	275.1	259.1	64		17.9	26.2	21.5	64	n	11489	n	novaseq	54780
54762_S1742_L003	54762	soil.hip.UTK.K016.12.2017.06.11.day18	62	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.345	5.74	29729	1455664	n	42	17	summer	USA:Tennessee:Knoxville	26.1	25.6	25.3	54762	54763	18.2	29.3	24.1	Unknown	264	380.4	312.4	295.4	278.4	n	25.6	26.1	25.3	264		y	18	advanced		North	11489	06.11.2017	soil	soil	n		soil metagenome	male	not_applicable	UTK.K016.12	y	Test	not_applicable	96.7	47.5	Fair	35.940959	-83.939774	cooled	2		193.5	not_applicable	soil.hip	Probable natural causes	USA	2017.May.19		366.3	advanced	ARF	advancedARF	363.2	295.2	278.2	64					63	n	11489	n	novaseq	54762
54756_S1783_L003	54756	soil.hip.UTK.K016.12.2017.06.09.day16	60.4	0	0	McGhee Tyson Airport Station	soil.hip	n	n	2.524	3.286	39299	1434646	n	41	15	summer	USA:Tennessee:Knoxville	24.9	24.7	24.4	54756	54757	15.6	27.8	21.5	Unknown	264	329.9	269.9	254.9	239.9	n	24.7	24.9	24.4	264		y	18	advanced		North	11489	06.09.2017	soil	soil	n		soil metagenome	male	not_applicable	UTK.K016.12	y	Test	not_applicable	92	39	Fair	35.940959	-83.939774	cooled	2		193.5	not_applicable	soil.hip	Probable natural causes	USA	2017.May.19		319.6	advanced	ARF	advancedARF	316.5	256.5	241.5	64					95	n	11489	n	novaseq	54756
54746_S1773_L003	54746	soil.hip.UTK.K016.12.2017.06.08.day15	62.5	0	0	McGhee Tyson Airport Station	soil.hip	n	n	2.34	4.166	32262	5112468	n	41	14	summer	USA:Tennessee:Knoxville	24.9	24.4	24	54746	54747	16.7	25.9	20.5	Unknown	264	305.2	249.2	235.2	221.2	n	24.4	24.9	24	264		y	18	advanced		North	11489	06.08.2017	soil	soil	n		soil metagenome	male	not_applicable	UTK.K016.12	y	Test	not_applicable	82.1	47.2	Fair	35.940959	-83.939774	cooled	2		193.5	not_applicable	soil.hip	Probable natural causes	USA	2017.May.19		298.6	advanced	ARF	advancedARF	295	239	225	64					63	n	11489	n	novaseq	54746
54744_S1767_L003	54744	soil.hip.UTK.K016.12.2017.06.06.day13	78.9	1.24	3.1496	McGhee Tyson Airport Station	soil.hip	n	n	0.674	6	41082	2204291	n	41	12	summer	USA:Tennessee:Knoxville	25.1	24.3	23.1	54744	54745	19	25.5	21.8	Unknown	264	256.7	208.7	196.7	184.7	n	24.3	25.1	23.1	264		y	17	advanced		North	11489	06.06.2017	soil	soil	n		soil metagenome	male	not_applicable	UTK.K016.12	y	Test	not_applicable	100	60.2	Fair	35.940959	-83.939774	cooled	2		193.5	not_applicable	soil.hip	Probable natural causes	USA	2017.May.19		258.6	advanced	ARF	advancedARF	254.4	206.4	194.4	64					69	n	11489	n	novaseq	54744
54726_S1778_L003	54726	soil.hip.UTK.K016.12.2017.06.07.day14	57.2	0	0	McGhee Tyson Airport Station	soil.hip	n	n	1.989	2.674	39583	1196766	n	41	13	summer	USA:Tennessee:Knoxville	24.7	24.1	23.8	54726	54727	14.6	24.7	20.1	Unknown	264	280.8	228.8	215.8	202.8	n	24.1	24.7	23.8	264		y	18	advanced		North	11489	06.07.2017	soil	soil	n		soil metagenome	male	not_applicable	UTK.K016.12	y	Test	not_applicable	90.8	39.5	Fair	35.940959	-83.939774	cooled	2		193.5	not_applicable	soil.hip	Probable natural causes	USA	2017.May.19		278.9	advanced	ARF	advancedARF	274.5	222.5	209.5	64						n	11489	n	novaseq	54726
54724_S1775_L003	54724	soil.hip.UTK.K016.12.2017.06.05.day12	90.4	0.18	0.4572	McGhee Tyson Airport Station	soil.hip	n	n	1.686	5.107	37322	4909702	n	41	11	summer	USA:Tennessee:Knoxville	23.6	23.4	23.1	54724	54725	19.9	23.4	20.9	Unknown	264	232.4	188.4	177.4	166.4	n	23.4	23.6	23.1	264		y	16	active		North	11489	06.05.2017	soil	soil	n		soil metagenome	male	not_applicable	UTK.K016.12	y	Test	not_applicable	100	93.1	Fair	35.940959	-83.939774	cooled	2		193.5	not_applicable	soil.hip	Probable natural causes	USA	2017.May.19		236.6	advanced	ARF	advancedARF	232.6	188.6	177.6	64					95	n	11489	n	novaseq	54724
54710_S1732_L003	54710	soil.hip.UTK.K016.12.2017.06.04.day11	81.3	0	0	McGhee Tyson Airport Station	soil.hip	n	n	1	6.724	81150	2687724	n	45	10	summer	USA:Tennessee:Knoxville	24.1	23.7	23.3	54710	54711	17.9	26.2	21.5	Unknown	264	209	169	159	149	n	23.7	24.1	23.3	264		y	17	advanced		North	11489	06.04.2017	soil	soil	n		soil metagenome	male	not_applicable	UTK.K016.12	y	Test	not_applicable	100	61.3	Fair	35.940959	-83.939774	cooled	2		193.5	not_applicable	soil.hip	Probable natural causes	USA	2017.May.19		215.2	advanced	ARF	advancedARF	211.7	171.7	161.7	64					95	n	11489	n	novaseq	54710
54700_S1737_L003	54700	soil.hip.UTK.K016.12.2017.06.02.day9	70.3	0.02	0.0508	McGhee Tyson Airport Station	soil.hip	n	n	1.753	4.313		4418416	n	43	8	summer	USA:Tennessee:Knoxville	25	23	21.5	54700	54701	17.1	27.8	22	Unknown	264	159.8	127.8	119.8	111.8	n	23	25	21.5	264		y	15	active		North	11489	06.02.2017	soil	soil	n		soil metagenome	male	not_applicable	UTK.K016.12	y	Test	not_applicable	100	45.1	Fair	35.940959	-83.939774	cooled	2		193.5	not_applicable	soil.hip	Probable natural causes	USA	2017.May.19		170.3	active	ARF	activeARF	167.8	135.8	127.8	64					69	n	11489	n	novaseq	54700
54690_S1758_L003	54690	soil.hip.UTK.K016.12.2017.06.03.day10	61.3	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.052	7.309	33656	2132179	n	42	9	summer	USA:Tennessee:Knoxville	26.1	25.5	24.1	54690	54691	16.5	28.7	22.4	Unknown	264	185.3	149.3	140.3	131.3	n	25.5	26.1	24.1	264		y	15	active		North	11489	06.03.2017	soil	soil	n		soil metagenome	male	not_applicable	UTK.K016.12	y	Test	not_applicable	92.6	39.5	Fair	35.940959	-83.939774	cooled	2		193.5	not_applicable	soil.hip	Probable natural causes	USA	2017.May.19		193.3	active	ARF	activeARF	190.2	154.2	145.2	64						n	11489	n	novaseq	54690
54688_S1725_L003	54688	soil.hip.UTK.K016.12.2017.06.01.day8	75	0	0	McGhee Tyson Airport Station	soil.hip	n	n	1.058	4.373	71974	4385079	n	45	7	summer	USA:Tennessee:Knoxville	21.5	20.9	20.4	54688	54689	16.6	28.6	21.1	Unknown	264	136.8	108.8	101.8	94.8	n	20.9	21.5	20.4	264		y	13	active		North	11489	06.01.2017	soil	soil	n		soil metagenome	male	not_applicable	UTK.K016.12	y	Test	not_applicable	99.4	40.3	Fair	35.940959	-83.939774	cooled	2		193.5	not_applicable	soil.hip	Probable natural causes	USA	2017.May.19		148.5	active	ARF	activeARF	145.8	117.8	110.8	64						n	11489	n	novaseq	54688
54672_S1763_L003	54672	soil.hip.UTK.K016.12.2017.05.29.day5	78.2	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.792	6.443	28870	4671179	n	42	4	summer	USA:Tennessee:Knoxville	19.4	19.2	19	54672	54673	19.2	24.9	21.5	Unknown	264	72.1	56.1	52.1	48.1	n	19.2	19.4	19	264		y	8	active		North	11489	05.29.2017	soil	soil	n		soil metagenome	male	not_applicable	UTK.K016.12	y	Test	not_applicable	98.8	71.8	Fair	35.940959	-83.939774	cooled	2		193.5	not_applicable	soil.hip	Probable natural causes	USA	2017.May.19		84.2	active	ARF	activeARF	82.9	66.9	62.9	64						n	11489	n	novaseq	54672
54654_S1756_L003	54654	soil.hip.UTK.K016.12.2017.05.30.day6	79.5	0.06	0.1524	McGhee Tyson Airport Station	soil.hip	n	n	0.844	7.959	29377	3035064	n	42	5	summer	USA:Tennessee:Knoxville	19.9	19.6	19.4	54654	54655	17	28.3	20.5	Unknown	264	91.7	71.7	66.7	61.7	n	19.6	19.9	19.4	264		y	8	active		North	11489	05.30.2017	soil	soil	n		soil metagenome	male	not_applicable	UTK.K016.12	y	Test	not_applicable	100	48.3	Fair	35.940959	-83.939774	cooled	2		193.5	not_applicable	soil.hip	Probable natural causes	USA	2017.May.19		105.8	active	ARF	activeARF	103.4	83.4	78.4	64					58	n	11489	n	novaseq	54654
54638_S1762_L003	54638	soil.hip.UTK.K016.12.2017.05.27.day3	73.1	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.766	6.188	32640	3291716	n	42	2	summer	USA:Tennessee:Knoxville	18.4	17.7	17	54638	54639	17.7	29.5	22.1	Unknown	264	34.1	26.1	24.1	22.1	n	17.7	18.4	17	264		n	3	early		North	11489	05.27.2017	soil	soil	n		soil metagenome	male	not_applicable	UTK.K016.12	y	Test	not_applicable	100	0	Fair	35.940959	-83.939774	cooled	2		193.5	not_applicable	soil.hip	Probable natural causes	USA	2017.May.19		41.5	early	ARF	earlyARF	41.5	33.5	31.5	64					63	n	11489	n	novaseq	54638
54636_S1748_L003	54636	soil.hip.UTK.K016.12.2017.05.25.day1	76.6	0.62	1.5748	McGhee Tyson Airport Station	soil.hip	n	n	1.059	4.669	15	2586775	n	42	0	summer	USA:Tennessee:Knoxville	17.5	-6	-42	54636	54637	14.1	23.5	19.5	Unknown	264	0	0	0	0	n	-6	17.5	-42	264		n	3	day0		North	11489	05.25.2017	soil	soil	n		soil metagenome	male	not_applicable	UTK.K016.12	y	Test	not_applicable	92.6	53.1	Fair	35.940959	-83.939774	cooled	2		193.5	not_applicable	soil.hip	Probable natural causes	USA	2017.May.19		0	day0	ARF	day0ARF	0	0	0	64						n	11489	n	novaseq	54636
54618_S1750_L003	54618	soil.hip.UTK.K016.12.2017.05.26.day2	67.8	0	0	McGhee Tyson Airport Station	soil.hip	n	n	2.641	2.281	40796	968450	n	42	1	summer	USA:Tennessee:Knoxville	17	16.4	16.2	54618	54619	12.9	28.4	19.4	Unknown	264	16.4	12.4	11.4	10.4	n	16.4	17	16.2	264		n	3	early		North	11489	05.26.2017	soil	soil	n		soil metagenome	male	not_applicable	UTK.K016.12	y	Test	not_applicable	96.1	46.4	Fair	35.940959	-83.939774	cooled	2		193.5	not_applicable	soil.hip	Probable natural causes	USA	2017.May.19		18.3	early	ARF	earlyARF	19.4	15.4	14.4	64		17.8	27.6	22	83	n	11489	n	novaseq	54618
54592_S1712_L003	54592	soil.hip.UTK.K016.11.2017.06.11.day18	62	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.604	14.147	86256	1293252	n	46	17	summer	USA:Tennessee:Knoxville	25.6	24.8	24.4	54592	54593	18.2	30.8	24.3	"Hours to hospital cooler, 5 days to our cooler"	212	440.6	344.6	320.7	287.4	n	24.8	25.6	24.4	212		y	20	advanced		North	11489	06.11.2017	soil	soil	n		soil metagenome	male	not_applicable	UTK.K016.11	n	Train	not_applicable	97.6	42.9	Fair	35.940959	-83.939774	cooled	2		169	not_applicable	soil.hip	"Stroke, intercranial hemorrhage"	USA	2017.May.18		366.3	advanced	ARF	advancedARF	800.9	652.9	615.9	72		16.8	25	20.1	72	n	11489	n	novaseq	54592
54582_S1764_L003	54582	soil.hip.UTK.K016.11.2017.06.12.day19	65.5	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.4	16.728	31106	783009	n	42	18	summer	USA:Tennessee:Knoxville	26.6	26	25.6	54582	54583	21.2	30.4	25.8	"Hours to hospital cooler, 5 days to our cooler"	212	466.6	366.6	341.7	307.4	n	26	26.6	25.6	212		y	20	advanced		North	11489	06.12.2017	soil	soil	n		soil metagenome	male	not_applicable	UTK.K016.11	n	Train	not_applicable	92.5	56	Fair	35.940959	-83.939774	cooled	2		169	not_applicable	soil.hip	"Stroke, intercranial hemorrhage"	USA	2017.May.18		392.2	advanced	ARF	advancedARF	826.7	674.7	636.7	72		19	25.5	21.8	64	n	11489	n	novaseq	54582
54580_S1766_L003	54580	soil.hip.UTK.K016.11.2017.06.10.day17	63	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.259	13.292	31421	1344402	n	42	16	summer	USA:Tennessee:Knoxville	24.4	23.8	23.5	54580	54581	15.8	30	22.7	"Hours to hospital cooler, 5 days to our cooler"	212	415.8	323.8	300.9	268.6	n	23.8	24.4	23.5	212		y	20	advanced		North	11489	06.10.2017	soil	soil	n		soil metagenome	male	not_applicable	UTK.K016.11	n	Train	not_applicable	96.1	40.8	Fair	35.940959	-83.939774	cooled	2		169	not_applicable	soil.hip	"Stroke, intercranial hemorrhage"	USA	2017.May.18		341.7	advanced	ARF	advancedARF	776.6	632.6	596.6	72					69	n	11489	n	novaseq	54580
54566_S1787_L003	54566	soil.hip.UTK.K016.11.2017.06.09.day16	60.4	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.413	18.633	26847	914833	n	41	15	summer	USA:Tennessee:Knoxville	23.7	23.4	23.2	54566	54567	15.7	27.4	21.6	"Hours to hospital cooler, 5 days to our cooler"	212	392	304	282.1	250.8	n	23.4	23.7	23.2	212		y	19	advanced		North	11489	06.09.2017	soil	soil	n		soil metagenome	male	not_applicable	UTK.K016.11	n	Train	not_applicable	91.6	40.1	Fair	35.940959	-83.939774	cooled	2		169	not_applicable	soil.hip	"Stroke, intercranial hemorrhage"	USA	2017.May.18		319.6	advanced	ARF	advancedARF	753.9	613.9	578.9	72					63	n	11489	n	novaseq	54566
54564_S1739_L003	54564	soil.hip.UTK.K016.11.2017.06.07.day14	57.2	0	0	McGhee Tyson Airport Station	soil.hip	n	n	1.589	3.862	35151	3063676	n	42	13	summer	USA:Tennessee:Knoxville	23.4	23	22.8	54564	54565	14.5	24.3	20.1	"Hours to hospital cooler, 5 days to our cooler"	212	345.6	265.6	245.7	216.4	n	23	23.4	22.8	212		y	19	advanced		North	11489	06.07.2017	soil	soil	n		soil metagenome	male	not_applicable	UTK.K016.11	n	Train	not_applicable	91.6	44.4	Fair	35.940959	-83.939774	cooled	2		169	not_applicable	soil.hip	"Stroke, intercranial hemorrhage"	USA	2017.May.18		278.9	advanced	ARF	advancedARF	711.7	579.7	546.7	72					58	n	11489	n	novaseq	54564
54546_S1792_L003	54546	soil.hip.UTK.K016.11.2017.06.08.day15	62.5	0	0	McGhee Tyson Airport Station	soil.hip	n	n	0.516	7.506	33405	1359815	n	41	14	summer	USA:Tennessee:Knoxville	23.2	23	22.9	54546	54547	16.7	25.7	20.6	"Hours to hospital cooler, 5 days to our cooler"	212	368.6	284.6	263.7	233.4	n	23	23.2	22.9	212		y	19	advanced		North	11489	06.08.2017	soil	soil	n		soil metagenome	male	not_applicable	UTK.K016.11	n	Train	not_applicable	82.8	44.9	Fair	35.940959	-83.939774	cooled	2		169	not_applicable	soil.hip	"Stroke, intercranial hemorrhage"	USA	2017.May.18		298.6	advanced	ARF	advancedARF	732.3	596.3	562.3	72						n	11489	n	novaseq	54546
54544_S1740_L003	54544	soil.hip.UTK.K016.11.2017.06.06.day13	78.9	1.24	3.1496	McGhee Tyson Airport Station	soil.hip	n	n	0.518	6.916	31136	1968014	n	42	12	summer	USA:Tennessee:Knoxville	23.5	23.3	23.2	54544	54545	19	25.5	21.8	"Hours to hospital cooler, 5 days to our cooler"	212	322.6	246.6	227.7	199.4	n	23.3	23.5	23.2	212		y	18	advanced		North	11489	06.06.2017	soil	soil	n		soil metagenome	male	not_applicable	UTK.K016.11	n	Train	not_applicable	100	59.4	Fair	35.940959	-83.939774	cooled	2		169	not_applicable	soil.hip	"Stroke, intercranial hemorrhage"	USA	2017.May.18		258.6	advanced	ARF	advancedARF	691.6	563.6	531.6	72					69	n	11489	n	novaseq	54544
54528_S1905_L003	54528	soil.hip.CMU.16.14.2016.12.day.day4	67.4	0	0	Grand Junction Regional Airport Station	soil.hip	n	n	0.101	14.205	1	1443289	n	29	3	fall	USA:Colorado:Grand_Junction				54528	54529	5.36	-4.287222222	0.536388889		70.30681735	7.055555556	0	0	0	n					not_applicable	n	6	early		south_west	11489	12/2/16	soil	soil	n	no new	soil metagenome	male	not_applicable	16-14	y	Test	not_applicable			clothed	39.08	-108.55	cooled	8		182.88	not_applicable	soil.hip	natural	USA	11/21/16	4	0	early	FIRS	earlyFIRS	0.536388889	0	0	59	189.4				59	n	11489	n	novaseq	54528
54509_S2061_L003	54509	soil.hip.CMU.16.14.2016.12.day.day3	63.5	0	0	Grand Junction Regional Airport Station	soil.hip	n	n	0.083	1.105	28898	1970518	n	27	2	fall	USA:Colorado:Grand_Junction				54508	54509	4.193888889	-4.987222222	-0.396666667		70.30681735	5.331944444	0	0	0	n					not_applicable	n	6	early		south_west	11489	12/1/16	soil	soil	n	no new	soil metagenome	male	not_applicable	16-14	y	Test	not_applicable			clothed	39.08	-108.55	cooled	8		182.88	not_applicable	soil.hip	natural	USA	11/21/16	3	0	early	FIRS	earlyFIRS	0	0	0	59	123.15				59	n	11489	y	novaseq	54509
45959_S2286_L003	45959	soil.hip.CMU.16.09.2016.08.10.day16	32.9	0	0	Grand Junction Regional Airport Station	soil.hip	n	n	0	0.285	7878	1270933	n	13	15	summer	USA:Colorado:Grand_Junction				45958	45959	32.95	21.01	26.98	unknown	139	468.54	408.54	393.54	378.54	n				139	n	n	21	advanced		unknown	11489	8/10/16	soil	soil	n	Not_applicable	unknown	female	not_applicable	Mrs. 16-09	y	Test	not_applcable	46.8	20.1	Cooled	39.08	-108.55	Cooled	5	unknown	166	not_applicable	soil.hip	unknown	USA	7/21/16	15	397.75	advanced	FIRS	advancedFIRS	404.79	344.79	329.79	63					63	n	11489	y	novaseq	45959
45956_S1458_L003	45956	soil.hip.CMU.16.09.2016.08.08.day14	43	0	0	Grand Junction Regional Airport Station	soil.hip	n	n	0.02	4.129	13888	2488490	n	13	13	summer	USA:Colorado:Grand_Junction				45956	45957	33.31	18.06	25.69	unknown	139	405.42	353.42	340.42	327.42	n				139	n	n	20	advanced		unknown	11489	8/8/16	soil	soil	n	Not_applicable	unknown	female	not_applicable	Mrs. 16-09	y	Test	not_applcable	77.3	27.7	Cooled	39.08	-108.55	Cooled	5	unknown	166	not_applicable	soil.hip	unknown	USA	7/21/16	13	343.3	advanced	FIRS	advancedFIRS	349.3	297.3	284.3	63					63	n	11489	n	novaseq	45956
